battle_url,location
https://en.wikipedia.org/wiki/French_Revolutionary_Wars,"Europe, Egypt, Middle East, Atlantic Ocean, Caribbean, Indian Ocean"
https://en.wikipedia.org/wiki/Action_of_24_June_1801,21 nautical miles (39 km) northeast of Cape Derna
https://en.wikipedia.org/wiki/Siege_of_Cairo,"Cairo, Egypt, Ottoman Empire30°02′40″N 31°14′09″E﻿ / ﻿30.04444°N 31.23583°E﻿ / 30.04444; 31.23583"
https://en.wikipedia.org/wiki/First_Battle_of_Algeciras,Bay of Algeciras36°08′00″N 05°25′45″W﻿ / ﻿36.13333°N 5.42917°W﻿ / 36.13333; -5.42917
https://en.wikipedia.org/wiki/Second_Battle_of_Algeciras,"Strait of Gibraltar, Mediterranean Sea36°00′N 5°30′W﻿ / ﻿36.0°N 5.5°W﻿ / 36.0; -5.5"
https://en.wikipedia.org/wiki/First_Barbary_War,Off the Mediterranean coast of Tripoli; Derna
https://en.wikipedia.org/wiki/War_of_the_Second_Coalition,"Italy, Switzerland, Southern Germany, Middle East, Mediterranean Sea, Caribbean Sea"
https://en.wikipedia.org/wiki/French_Revolutionary_Wars,"Europe, Egypt, Middle East, Atlantic Ocean, Caribbean, Indian Ocean"
https://en.wikipedia.org/wiki/War_of_the_Second_Coalition,"Italy, Switzerland, Southern Germany, Middle East, Mediterranean Sea, Caribbean Sea"
https://en.wikipedia.org/wiki/French_Revolutionary_Wars,"Europe, Egypt, Middle East, Atlantic Ocean, Caribbean, Indian Ocean"
https://en.wikipedia.org/wiki/Haitian_Revolution,Hispaniola
https://en.wikipedia.org/wiki/Battle_of_Cr%C3%AAte-%C3%A0-Pierrot,"Near Saint-Marc, Saint-Domingue"
https://en.wikipedia.org/wiki/First_Barbary_War,Off the Mediterranean coast of Tripoli; Derna
https://en.wikipedia.org/wiki/American_Indian_Wars,"United States with spillover in Alaska, Canada, and Mexico"
https://en.wikipedia.org/wiki/Battle_of_Poona,"Pune, Maharashtra"
https://en.wikipedia.org/wiki/Haitian_Revolution,Hispaniola
https://en.wikipedia.org/wiki/First_Barbary_War,Off the Mediterranean coast of Tripoli; Derna
https://en.wikipedia.org/wiki/Haitian_Revolution,Hispaniola
https://en.wikipedia.org/wiki/Second_Anglo-Maratha_War,India
https://en.wikipedia.org/wiki/Battle_of_Delhi_(1803),"Delhi, Mughal Empire28°36′45″N 77°17′30″E﻿ / ﻿28.61250°N 77.29167°E﻿ / 28.61250; 77.29167"
https://en.wikipedia.org/wiki/Battle_of_Assaye,"near Assaye, India20°14′10″N 75°53′13″E﻿ / ﻿20.236°N 75.887°E﻿ / 20.236; 75.887"
https://en.wikipedia.org/wiki/Haitian_Revolution,Hispaniola
https://en.wikipedia.org/wiki/Second_Anglo-Maratha_War,India
https://en.wikipedia.org/wiki/Haitian_Revolution,Hispaniola
https://en.wikipedia.org/wiki/Second_Anglo-Maratha_War,India
https://en.wikipedia.org/wiki/Ottoman_invasion_of_Mani_(1803),"Mani, Greece"
https://en.wikipedia.org/wiki/Battle_of_Ganja_(1804),"South CaucasusGanja, Ganja Khanate, in part vassal[2] of Persia[3][4] (modern-day Azerbaijan)"
https://en.wikipedia.org/wiki/First_Serbian_Uprising,"Pashalik of Belgrade, parts of the Sanjak of Vidin"
https://en.wikipedia.org/wiki/Napoleonic_Wars,"Atlantic Ocean, Caucasus, Europe, French Guiana, Mediterranean Sea, North Sea, West Indies, Egypt, East Indies."
https://en.wikipedia.org/wiki/Fulani_War,Present day Nigeria and Cameroon
https://en.wikipedia.org/wiki/Russo-Persian_War_(1804%E2%80%931813),"North Caucasus, South Caucasus, North Iran"
https://en.wikipedia.org/wiki/First_Barbary_War,Off the Mediterranean coast of Tripoli; Derna
https://en.wikipedia.org/wiki/Napoleonic_Wars,"Atlantic Ocean, Caucasus, Europe, French Guiana, Mediterranean Sea, North Sea, West Indies, Egypt, East Indies."
https://en.wikipedia.org/wiki/American_Indian_Wars,"United States with spillover in Alaska, Canada, and Mexico"
https://en.wikipedia.org/wiki/Napoleonic_Wars,"Atlantic Ocean, Caucasus, Europe, French Guiana, Mediterranean Sea, North Sea, West Indies, Egypt, East Indies."
https://en.wikipedia.org/wiki/Action_of_5_October_1804,"Off Cape Santa Maria, Atlantic Ocean"
https://en.wikipedia.org/wiki/Second_Anglo-Maratha_War,India
https://en.wikipedia.org/wiki/Battle_of_Farrukhabad,"Farrukhabad, Uttar Pradesh, India27°22′N 79°38′E﻿ / ﻿27.37°N 79.63°E﻿ / 27.37; 79.63"
https://en.wikipedia.org/wiki/Napoleonic_Wars,"Atlantic Ocean, Caucasus, Europe, French Guiana, Mediterranean Sea, North Sea, West Indies, Egypt, East Indies."
https://en.wikipedia.org/wiki/Action_of_7_December_1804,off Cape Santa Maria
https://en.wikipedia.org/wiki/Fulani_War,Present day Nigeria and Cameroon
https://en.wikipedia.org/wiki/Second_Anglo-Maratha_War,India
https://en.wikipedia.org/wiki/First_Barbary_War,Off the Mediterranean coast of Tripoli; Derna
https://en.wikipedia.org/wiki/War_of_the_Third_Coalition,Central EuropeItalyAtlantic Ocean
https://en.wikipedia.org/wiki/Napoleonic_Wars,"Atlantic Ocean, Caucasus, Europe, French Guiana, Mediterranean Sea, North Sea, West Indies, Egypt, East Indies."
https://en.wikipedia.org/wiki/War_of_the_Third_Coalition,Central EuropeItalyAtlantic Ocean
https://en.wikipedia.org/wiki/Battle_of_Cape_Finisterre_(1805),"Off Cape Finisterre, Atlantic Ocean42°53′39″N 9°16′16″W﻿ / ﻿42.8941°N 9.2711°W﻿ / 42.8941; -9.2711"
https://en.wikipedia.org/wiki/Action_of_10_August_1805,off Cape Finisterre
https://en.wikipedia.org/wiki/First_Serbian_Uprising,"Pashalik of Belgrade, parts of the Sanjak of Vidin"
https://en.wikipedia.org/wiki/War_of_the_Third_Coalition,Central EuropeItalyAtlantic Ocean
https://en.wikipedia.org/wiki/War_of_the_Third_Coalition,Central EuropeItalyAtlantic Ocean
https://en.wikipedia.org/wiki/Battle_of_Wertingen,"Wertingen, present-day Germany48°33′20″N 10°40′45″E﻿ / ﻿48.5556°N 10.6792°E﻿ / 48.5556; 10.6792"
https://en.wikipedia.org/wiki/Battle_of_G%C3%BCnzburg,"Günzburg, modern-day Germany48°27.16′N 10°16.28′E﻿ / ﻿48.45267°N 10.27133°E﻿ / 48.45267; 10.27133"
https://en.wikipedia.org/wiki/Battle_of_Haslach-Jungingen,"Ulm-Jungingen, present-day Germany48°24′N 9°59′E﻿ / ﻿48.4°N 9.98°E﻿ / 48.4; 9.98"
https://en.wikipedia.org/wiki/Battle_of_Memmingen,"Memmingen, modern-day Germany47°59′16″N 10°10′52″E﻿ / ﻿47.98778°N 10.18111°E﻿ / 47.98778; 10.18111"
https://en.wikipedia.org/wiki/Battle_of_Elchingen,"Elchingen, Bavaria, present-day Germany48°27′06″N 10°05′52″E﻿ / ﻿48.4517°N 10.0978°E﻿ / 48.4517; 10.0978"
https://en.wikipedia.org/wiki/Battle_of_Ulm,"Ulm, Electorate of Bavaria48°23′00″N 9°59′00″E﻿ / ﻿48.3833°N 9.9833°E﻿ / 48.3833; 9.9833"
https://en.wikipedia.org/wiki/Battle_of_Verona_(1805),"Verona, modern-day Italy45°26′00″N 10°59′00″E﻿ / ﻿45.43333°N 10.98333°E﻿ / 45.43333; 10.98333"
https://en.wikipedia.org/wiki/Battle_of_Trafalgar,"off Cape Trafalgar, Atlantic Ocean36°15′N 6°12′W﻿ / ﻿36.25°N 6.20°W﻿ / 36.25; -6.20[1]"
https://en.wikipedia.org/wiki/Battle_of_Caldiero_(1805),"Caldiero, present-day Italy"
https://en.wikipedia.org/wiki/Battle_of_Mehrnbach,"Mehrnbach, modern-day Austria48°12′32″N 13°26′11″E﻿ / ﻿48.20889°N 13.43639°E﻿ / 48.20889; 13.43639"
https://en.wikipedia.org/wiki/Battle_of_Lambach,"Lambach, Oberösterreich, Austrian Empire48°05′27″N 13°52′39″E﻿ / ﻿48.0908°N 13.8774°E﻿ / 48.0908; 13.8774"
https://en.wikipedia.org/wiki/Battle_of_Cape_Ortegal,"Off Cape Ortegal, Bay of Biscay, Atlantic43°46′20″N 7°52′05″W﻿ / ﻿43.7722°N 7.8681°W﻿ / 43.7722; -7.8681"
https://en.wikipedia.org/wiki/Battle_of_Steyr,Steyr
https://en.wikipedia.org/wiki/Battle_of_Amstetten,"Amstetten, Lower Austria48°07′00″N 14°52′00″E﻿ / ﻿48.1167°N 14.8667°E﻿ / 48.1167; 14.8667"
https://en.wikipedia.org/wiki/Napoleonic_Wars,"Atlantic Ocean, Caucasus, Europe, French Guiana, Mediterranean Sea, North Sea, West Indies, Egypt, East Indies."
https://en.wikipedia.org/wiki/War_of_the_Third_Coalition,Central EuropeItalyAtlantic Ocean
https://en.wikipedia.org/wiki/Battle_of_Sch%C3%B6ngrabern,"Schöngrabern, Hollabrunn48°36′51″N 16°01′11″E﻿ / ﻿48.6142°N 16.0197°E﻿ / 48.6142; 16.0197"
https://en.wikipedia.org/wiki/Battle_of_Castelfranco_Veneto,"Castelfranco Veneto, Italy"
https://en.wikipedia.org/wiki/Battle_of_Wischau,"Wischau, Moravia, present-day Czech Republic49°16′39″N 16°59′56″E﻿ / ﻿49.27750°N 16.99889°E﻿ / 49.27750; 16.99889"
https://en.wikipedia.org/wiki/Battle_of_Austerlitz,"Austerlitz, Moravia, Austrian Empire49°07′41″N 16°45′45″E﻿ / ﻿49.12806°N 16.76250°E﻿ / 49.12806; 16.76250"
https://en.wikipedia.org/wiki/Siege_of_Santo_Domingo_(1805),Captaincy General of Santo Domingo  Under French Control 1795-1809  Nowadays Dominican Republic18°28′35.00″N 69°53′35.99″W﻿ / ﻿18.4763889°N 69.8933306°W﻿ / 18.4763889; -69.8933306
https://en.wikipedia.org/wiki/Napoleonic_Wars,"Atlantic Ocean, Caucasus, Europe, French Guiana, Mediterranean Sea, North Sea, West Indies, Egypt, East Indies."
https://en.wikipedia.org/wiki/Battle_of_San_Domingo,"Off Santo Domingo, Caribbean Sea18°18′N 70°03′W﻿ / ﻿18.300°N 70.050°W﻿ / 18.300; -70.050"
https://en.wikipedia.org/wiki/War_of_the_Third_Coalition,Central EuropeItalyAtlantic Ocean
https://en.wikipedia.org/wiki/Action_of_13_March_1806,"Off the Canary Islands, Atlantic Ocean26°16′N 29°25′W﻿ / ﻿26.267°N 29.417°W﻿ / 26.267; -29.417"
https://en.wikipedia.org/wiki/Battle_of_Maida,"San Pietro di Maida, Italy38°51′00″N 16°22′00″E﻿ / ﻿38.8500°N 16.3667°E﻿ / 38.8500; 16.3667"
https://en.wikipedia.org/wiki/Siege_of_Gaeta_(1806),Gaeta (present-day Italy)
https://en.wikipedia.org/wiki/Napoleonic_Wars,"Atlantic Ocean, Caucasus, Europe, French Guiana, Mediterranean Sea, North Sea, West Indies, Egypt, East Indies."
https://en.wikipedia.org/wiki/War_of_the_Third_Coalition,Central EuropeItalyAtlantic Ocean
https://en.wikipedia.org/wiki/First_Serbian_Uprising,"Pashalik of Belgrade, parts of the Sanjak of Vidin"
https://en.wikipedia.org/wiki/Napoleonic_Wars,"Atlantic Ocean, Caucasus, Europe, French Guiana, Mediterranean Sea, North Sea, West Indies, Egypt, East Indies."
https://en.wikipedia.org/wiki/Battle_of_Herceg_Novi,"Herceg Novi, Montenegro"
https://en.wikipedia.org/wiki/Siege_of_Ragusa_(1806),"Ragusa (present-day Dubrovnik, Croatia)"
https://en.wikipedia.org/wiki/War_of_the_Fourth_Coalition,Central Europe
https://en.wikipedia.org/wiki/Battle_of_Saalfeld,"Saalfeld, Germany50°39′00″N 11°22′01″E﻿ / ﻿50.6500°N 11.3669°E﻿ / 50.6500; 11.3669"
https://en.wikipedia.org/wiki/Battle_of_Jena%E2%80%93Auerstedt,"Jena and Auerstedt, Germany50°55′38″N 11°35′10″E﻿ / ﻿50.92722°N 11.58611°E﻿ / 50.92722; 11.58611"
https://en.wikipedia.org/wiki/Battle_of_Halle,"Halle, Saxony-Anhalt, Germany51°28′00″N 11°58′00″E﻿ / ﻿51.4667°N 11.9667°E﻿ / 51.4667; 11.9667"
https://en.wikipedia.org/wiki/Napoleonic_Wars,"Atlantic Ocean, Caucasus, Europe, French Guiana, Mediterranean Sea, North Sea, West Indies, Egypt, East Indies."
https://en.wikipedia.org/wiki/War_of_the_Fourth_Coalition,Central Europe
https://en.wikipedia.org/wiki/Battle_of_Waren-Nossentin,"Waren (Müritz), Germany53°31′N 12°41′E﻿ / ﻿53.517°N 12.683°E﻿ / 53.517; 12.683"
https://en.wikipedia.org/wiki/Battle_of_L%C3%BCbeck,"Lübeck, Germany53°52′11″N 10°41′11″E﻿ / ﻿53.86972°N 10.68639°E﻿ / 53.86972; 10.68639"
https://en.wikipedia.org/wiki/Napoleonic_Wars,"Atlantic Ocean, Caucasus, Europe, French Guiana, Mediterranean Sea, North Sea, West Indies, Egypt, East Indies."
https://en.wikipedia.org/wiki/War_of_the_Fourth_Coalition,Central Europe
https://en.wikipedia.org/wiki/Battle_of_Pu%C5%82tusk,"Pułtusk, New East Prussia52°43′N 21°06′E﻿ / ﻿52.717°N 21.100°E﻿ / 52.717; 21.100"
https://en.wikipedia.org/wiki/Battle_of_Golymin,"Gołymin, Poland52°49′N 20°52′E﻿ / ﻿52.817°N 20.867°E﻿ / 52.817; 20.867"
https://en.wikipedia.org/wiki/First_Serbian_Uprising,"Pashalik of Belgrade, parts of the Sanjak of Vidin"
https://en.wikipedia.org/wiki/Anglo-Spanish_War_(1796%E2%80%931808),"English Channel, Straits of Gibraltar, Balearic Islands, Atlantic Ocean, Caribbean Sea, Viceroyalty of the Río de la Plata"
https://en.wikipedia.org/wiki/War_of_the_Fourth_Coalition,Central Europe
https://en.wikipedia.org/wiki/Battle_of_Allenstein,"Allenstein, Kingdom of Prussia53°46′40″N 20°28′45″E﻿ / ﻿53.77778°N 20.47917°E﻿ / 53.77778; 20.47917"
https://en.wikipedia.org/wiki/Anglo-Spanish_War_(1796%E2%80%931808),"English Channel, Straits of Gibraltar, Balearic Islands, Atlantic Ocean, Caribbean Sea, Viceroyalty of the Río de la Plata"
https://en.wikipedia.org/wiki/War_of_the_Fourth_Coalition,Central Europe
https://en.wikipedia.org/wiki/Battle_of_Ostro%C5%82%C4%99ka_(1807),"Ostrołęka, present-day Poland53°05′00″N 21°35′00″E﻿ / ﻿53.083333°N 21.583333°E﻿ / 53.083333; 21.583333"
https://en.wikipedia.org/wiki/Anglo-Turkish_War_(1807%E2%80%931809),DardanellesMarmara SeaAegean SeaMediterranean SeaAlexandria
https://en.wikipedia.org/wiki/Franco-Swedish_War,Swedish Pomerania
https://en.wikipedia.org/wiki/Russo-Turkish_War_(1806%E2%80%931812),"Moldavia, Wallachia, Armenia, Caucasus, and the Dardanelles"
https://en.wikipedia.org/wiki/War_of_the_Fourth_Coalition,Central Europe
https://en.wikipedia.org/wiki/War_of_the_Third_Coalition,Central EuropeItalyAtlantic Ocean
https://en.wikipedia.org/wiki/Anglo-Spanish_War_(1796%E2%80%931808),"English Channel, Straits of Gibraltar, Balearic Islands, Atlantic Ocean, Caribbean Sea, Viceroyalty of the Río de la Plata"
https://en.wikipedia.org/wiki/War_of_the_Fourth_Coalition,Central Europe
https://en.wikipedia.org/wiki/Battle_of_Heilsberg,"Heilsberg, East Prussia (now Lidzbark Warmiński, Poland)54°07′00″N 20°35′00″E﻿ / ﻿54.1167°N 20.5833°E﻿ / 54.1167; 20.5833"
https://en.wikipedia.org/wiki/Battle_of_Friedland,"Friedland, Prussia54°27′N 21°01′E﻿ / ﻿54.450°N 21.017°E﻿ / 54.450; 21.017"
https://en.wikipedia.org/wiki/Russo-Turkish_War_(1806%E2%80%931812),"Moldavia, Wallachia, Armenia, Caucasus, and the Dardanelles"
https://en.wikipedia.org/wiki/Battle_of_Athos,Between Mount Athos and Lemnos40°4′9″N 24°55′54″E﻿ / ﻿40.06917°N 24.93167°E﻿ / 40.06917; 24.93167
https://en.wikipedia.org/wiki/War_of_the_Fourth_Coalition,Central Europe
https://en.wikipedia.org/wiki/Napoleonic_Wars,"Atlantic Ocean, Caucasus, Europe, French Guiana, Mediterranean Sea, North Sea, West Indies, Egypt, East Indies."
https://en.wikipedia.org/wiki/Anglo-Spanish_War_(1796%E2%80%931808),"English Channel, Straits of Gibraltar, Balearic Islands, Atlantic Ocean, Caribbean Sea, Viceroyalty of the Río de la Plata"
https://en.wikipedia.org/wiki/Franco-Swedish_War,Swedish Pomerania
https://en.wikipedia.org/wiki/Gunboat_War,North SeaBaltic Sea
https://en.wikipedia.org/wiki/Battle_of_Copenhagen_(1807),"Copenhagen, Denmark–Norway55°40′46″N 12°34′22″E﻿ / ﻿55.67944°N 12.57278°E﻿ / 55.67944; 12.57278"
https://en.wikipedia.org/wiki/Anglo-Turkish_War_(1807%E2%80%931809),DardanellesMarmara SeaAegean SeaMediterranean SeaAlexandria
https://en.wikipedia.org/wiki/War_of_the_Fourth_Coalition,Central Europe
https://en.wikipedia.org/wiki/Napoleonic_Wars,"Atlantic Ocean, Caucasus, Europe, French Guiana, Mediterranean Sea, North Sea, West Indies, Egypt, East Indies."
https://en.wikipedia.org/wiki/Battle_of_Hingakaka,Near Te Awamutu37°58′51″S 175°18′31″E﻿ / ﻿37.9807°S 175.3085°E﻿ / -37.9807; 175.3085
https://en.wikipedia.org/wiki/Ottoman_invasion_of_Mani_(1807),"Mani, Greece"
https://en.wikipedia.org/wiki/English_Wars_(Scandinavia),Denmark–NorwaySwedenGermany
https://en.wikipedia.org/wiki/Napoleonic_Wars,"Atlantic Ocean, Caucasus, Europe, French Guiana, Mediterranean Sea, North Sea, West Indies, Egypt, East Indies."
https://en.wikipedia.org/wiki/Finnish_War,Finland and Sweden
https://en.wikipedia.org/wiki/Dano-Swedish_War_of_1808%E2%80%931809,Scandinavia
https://en.wikipedia.org/wiki/Finnish_War,Finland and Sweden
https://en.wikipedia.org/wiki/Dano-Swedish_War_of_1808%E2%80%931809,Scandinavia
https://en.wikipedia.org/wiki/Battle_of_R%C3%B8denes,"Rødenes, Norway"
https://en.wikipedia.org/wiki/Battle_of_Trangen,"Trangen, Flisa, Norway60°36′37″N 11°58′34″E﻿ / ﻿60.6102°N 11.9762°E﻿ / 60.6102; 11.9762"
https://en.wikipedia.org/wiki/Finnish_War,Finland and Sweden
https://en.wikipedia.org/wiki/Dano-Swedish_War_of_1808%E2%80%931809,Scandinavia
https://en.wikipedia.org/wiki/Finnish_War,Finland and Sweden
https://en.wikipedia.org/wiki/Battle_of_Kumlinge,"Kumlinge, Åland in Finland"
https://en.wikipedia.org/wiki/Battle_of_Kuopio,"Kuopio, Finland"
https://en.wikipedia.org/wiki/Gunboat_War,North SeaBaltic Sea
https://en.wikipedia.org/wiki/Dano-Swedish_War_of_1808%E2%80%931809,Scandinavia
https://en.wikipedia.org/wiki/Peninsular_War,Iberian PeninsulaSouthern France
https://en.wikipedia.org/wiki/Battle_of_Alcolea_Bridge,"Alcolea, near Córdoba, Spain37°55′55″N 4°40′23″W﻿ / ﻿37.932°N 4.673°W﻿ / 37.932; -4.673"
https://en.wikipedia.org/wiki/Gunboat_War,North SeaBaltic Sea
https://en.wikipedia.org/wiki/Dano-Swedish_War_of_1808%E2%80%931809,Scandinavia
https://en.wikipedia.org/wiki/Peninsular_War,Iberian PeninsulaSouthern France
https://en.wikipedia.org/wiki/Battle_of_El_Bruc,"El Bruc, near Barcelona, Catalonia41°34′48″N 1°46′49″E﻿ / ﻿41.58000°N 1.78028°E﻿ / 41.58000; 1.78028"
https://en.wikipedia.org/wiki/Capture_of_the_Rosily_Squadron,"Cádiz, Spain36°29′N 6°14′W﻿ / ﻿36.483°N 6.233°W﻿ / 36.483; -6.233"
https://en.wikipedia.org/wiki/Finnish_War,Finland and Sweden
https://en.wikipedia.org/wiki/Peninsular_War,Iberian PeninsulaSouthern France
https://en.wikipedia.org/wiki/Finnish_War,Finland and Sweden
https://en.wikipedia.org/wiki/Battle_of_Vaasa,"Vaasa, Swedish Finland63°6′0.000″N 21°37′0.001″E﻿ / ﻿63.10000000°N 21.61666694°E﻿ / 63.10000000; 21.61666694"
https://en.wikipedia.org/wiki/Peninsular_War,Iberian PeninsulaSouthern France
https://en.wikipedia.org/wiki/Finnish_War,Finland and Sweden
https://en.wikipedia.org/wiki/Battle_of_Lintulaks,"Lintulaks, Finland"
https://en.wikipedia.org/wiki/Battle_of_Kokonsaari,"Kokonsaari, Finland63°12′N 24°24′E﻿ / ﻿63.200°N 24.400°E﻿ / 63.200; 24.400"
https://en.wikipedia.org/wiki/Battle_of_Lapua,"Lapua, Swedish Finland"
https://en.wikipedia.org/wiki/Peninsular_War,Iberian PeninsulaSouthern France
https://en.wikipedia.org/wiki/Battle_of_Bail%C3%A9n,"Bailén, Spain38°06′N 3°48′W﻿ / ﻿38.100°N 3.800°W﻿ / 38.100; -3.800"
https://en.wikipedia.org/wiki/Battle_of_%C3%89vora_(1808),"Évora, Portugal38°34′17″N 7°54′31″W﻿ / ﻿38.57139°N 7.90861°W﻿ / 38.57139; -7.90861"
https://en.wikipedia.org/wiki/Finnish_War,Finland and Sweden
https://en.wikipedia.org/wiki/Battle_of_P%C3%A4lkj%C3%A4rvi,"Pälkjärvi (Pyalkyarvi), Russia"
https://en.wikipedia.org/wiki/Battle_of_Kauhajoki,"Kauhajoki, South Ostrobothnia, Finland62°24′50.000″N 22°10′19.999″E﻿ / ﻿62.41388889°N 22.17222194°E﻿ / 62.41388889; 22.17222194"
https://en.wikipedia.org/wiki/Peninsular_War,Iberian PeninsulaSouthern France
https://en.wikipedia.org/wiki/Second_siege_of_Girona,"Girona, Catalonia, Spain41°58′N 2°49′E﻿ / ﻿41.967°N 2.817°E﻿ / 41.967; 2.817"
https://en.wikipedia.org/wiki/Finnish_War,Finland and Sweden
https://en.wikipedia.org/wiki/Peninsular_War,Iberian PeninsulaSouthern France
https://en.wikipedia.org/wiki/Battle_of_Vimeiro,"Near Vimeiro, Portugal39°10′30″N 9°19′0″W﻿ / ﻿39.17500°N 9.31667°W﻿ / 39.17500; -9.31667"
https://en.wikipedia.org/wiki/Finnish_War,Finland and Sweden
https://en.wikipedia.org/wiki/Battle_of_Nummij%C3%A4rvi,"Nummijärvi, Finland"
https://en.wikipedia.org/wiki/Battle_of_Lappfj%C3%A4rd,"Lappfjärd, Finland"
https://en.wikipedia.org/wiki/Battle_of_Gr%C3%B6nvikssund,"Finnish archipelago, near Kustavi"
https://en.wikipedia.org/wiki/Battle_of_Ruona-Salmi,"Ruona and Salmi, Kuortane, Finland"
https://en.wikipedia.org/wiki/Dano-Swedish_War_of_1808%E2%80%9309,Scandinavia
https://en.wikipedia.org/wiki/Finnish_War,Finland and Sweden
https://en.wikipedia.org/wiki/Battle_of_Oravais,"Oravais, Swedish Finland"
https://en.wikipedia.org/wiki/Battle_of_Lokalaks,"Lokalaks (present-day Nystad), Finland"
https://en.wikipedia.org/wiki/Battle_of_Palva_Sund,"Finnish archipelago, near Velkua"
https://en.wikipedia.org/wiki/Helsinki_village_landing,"Helsinge village, Tövsala; now Helsinki (Taivassalo); Southwest Finland"
https://en.wikipedia.org/wiki/Battle_of_Koljonvirta,"near Idensalmi, northern Savonia, Finland"
https://en.wikipedia.org/wiki/Peninsular_War,Iberian PeninsulaSouthern France
https://en.wikipedia.org/wiki/Battle_of_Valmaseda,"Valmaseda, near Bilbao, Spain43°11′N 3°11′W﻿ / ﻿43.183°N 3.183°W﻿ / 43.183; -3.183"
https://en.wikipedia.org/wiki/Battle_of_Burgos,"Gamonal, near Burgos, Spain42°21′21″N 3°40′05″W﻿ / ﻿42.3558°N 3.6681°W﻿ / 42.3558; -3.6681"
https://en.wikipedia.org/wiki/Battle_of_Espinosa_de_los_Monteros,"Espinosa de los Monteros, northeast of Castile and Leon, Spain43°04′00″N 3°32′00″W﻿ / ﻿43.0667°N 3.5333°W﻿ / 43.0667; -3.5333"
https://en.wikipedia.org/wiki/Battle_of_Tudela,"Tudela, Navarre, Spain42°03′17.73″N 1°36′58.79″W﻿ / ﻿42.0549250°N 1.6163306°W﻿ / 42.0549250; -1.6163306"
https://en.wikipedia.org/wiki/Battle_of_Somosierra,"Somosierra Pass, Province of Segovia, Spain41°09′N 3°35′W﻿ / ﻿41.150°N 3.583°W﻿ / 41.150; -3.583"
https://en.wikipedia.org/wiki/Battle_of_Cardedeu,"Cardedeu, Catalonia, Spain41°38′26″N 2°21′34″E﻿ / ﻿41.64056°N 2.35944°E﻿ / 41.64056; 2.35944"
https://en.wikipedia.org/wiki/Battle_of_Molins_de_Rei,"Molins de Rei, Catalonia, Spain41°24′50″N 2°0′57″E﻿ / ﻿41.41389°N 2.01583°E﻿ / 41.41389; 2.01583"
https://en.wikipedia.org/wiki/Battle_of_Sahag%C3%BAn,"Leon, Spain42°22′15″N 5°01′45″W﻿ / ﻿42.3708°N 5.0292°W﻿ / 42.3708; -5.0292"
https://en.wikipedia.org/wiki/Battle_of_Benavente,"Zamora, Spain42°00′11″N 5°40′27″W﻿ / ﻿42.0031°N 5.6742°W﻿ / 42.0031; -5.6742"
https://en.wikipedia.org/wiki/Battle_of_Mansilla,"Mansilla de las Mulas, Spain42°30′N 5°25′W﻿ / ﻿42.500°N 5.417°W﻿ / 42.500; -5.417"
https://en.wikipedia.org/wiki/Battle_of_Castell%C3%B3n,"Castelló d'Empúries, near Girona, Catalonia, Spain42°15′N 3°05′E﻿ / ﻿42.250°N 3.083°E﻿ / 42.250; 3.083"
https://en.wikipedia.org/wiki/Battle_of_Ucl%C3%A9s_(1809),"Uclés, Spain39°59′N 2°51′W﻿ / ﻿39.983°N 2.850°W﻿ / 39.983; -2.850"
https://en.wikipedia.org/wiki/Travancore_rebellion,Modern day southern India
https://en.wikipedia.org/wiki/Peninsular_War,Iberian PeninsulaSouthern France
https://en.wikipedia.org/wiki/Second_siege_of_Zaragoza,"Zaragoza, Spain41°39′00″N 0°53′00″W﻿ / ﻿41.6500°N 0.8833°W﻿ / 41.6500; -0.8833"
https://en.wikipedia.org/wiki/Napoleonic_Wars,"Atlantic Ocean, Caucasus, Europe, French Guiana, Mediterranean Sea, North Sea, West Indies, Egypt, East Indies."
https://en.wikipedia.org/wiki/Jihad_of_Usman_dan_Fodio,Present day Nigeria and Cameroon
https://en.wikipedia.org/wiki/Peninsular_War,Iberian PeninsulaSouthern France
https://en.wikipedia.org/wiki/Battle_of_Villafranca_(1809),"Near Villafranca del Bierzo, Spain42°36′N 6°49′W﻿ / ﻿42.600°N 6.817°W﻿ / 42.600; -6.817"
https://en.wikipedia.org/wiki/Battle_of_Braga_(1809),"Braga, Portugal41°32′39″N 8°25′19″W﻿ / ﻿41.54417°N 8.42194°W﻿ / 41.54417; -8.42194"
https://en.wikipedia.org/wiki/Battle_of_Miajadas,"Miajadas, Extremadura, Spain39°9′4.57″N 5°54′30.28″W﻿ / ﻿39.1512694°N 5.9084111°W﻿ / 39.1512694; -5.9084111"
https://en.wikipedia.org/wiki/Battle_of_Los_Y%C3%A9benes,Los Yébenes39°34′N 3°53′W﻿ / ﻿39.567°N 3.883°W﻿ / 39.567; -3.883
https://en.wikipedia.org/wiki/Battle_of_Ciudad_Real,"Ciudad Real, Province of Ciudad Real, Castile-La Mancha, Spain38°58′15″N 4°00′25″W﻿ / ﻿38.97083°N 4.00694°W﻿ / 38.97083; -4.00694"
https://en.wikipedia.org/wiki/First_Battle_of_Porto,"Porto, Portugal41°9′43.71″N 8°37′19.03″W﻿ / ﻿41.1621417°N 8.6219528°W﻿ / 41.1621417; -8.6219528"
